neighborhood,business_id,hours,is_open,address,attributes,categories,city,review_count,name,longitude,state,stars,latitude,postal_code,type
The Beach,OLG7Gou8kmTLxogtJyP6ZQ,"[u'Monday 11:0-21:0', u'Tuesday 11:0-21:0', u'Wednesday 11:0-21:0', u'Thursday 11:0-21:0', u'Friday 11:0-21:0', u'Saturday 11:0-21:0', u'Sunday 11:0-21:0']",0,2014 Queen Street E,"[u'BusinessAcceptsCreditCards: True', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HasTV: False', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'WiFi: no']","[u'Tex-Mex', u'Restaurants']",Toronto,4,Z-Teca,-79.2991900072,ON,1.5,43.6703273526,M4L 1J3,business
Milliken,p4VrKw8CufwzBbvJkuLksQ,,1,4300 Steeles Ave E,"[u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'OutdoorSeating: False', u'RestaurantsPriceRange2: 1']","[u'Food', u'Coffee & Tea']",Markham,3,Tea Shop 168,-79.3063174,ON,2.5,43.8261994,L3R 0Y5,business
,8Tq8l82FtDyHelc6C8FRzw,,1,1700 N Chester St,"[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'BikeParking: False', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'Caters: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': False}"", u'HasTV: False', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'WiFi: no']","[u'Breakfast & Brunch', u'Sandwiches', u'Restaurants']",Gastonia,22,Pancake House,-81.1883519,NC,3.5,35.2818742,28052,business
North Side,93otbGHE0s0m-lU1osvg9w,,1,337 N Shore Dr,"[u'Alcohol: full_bar', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u""BestNights: {'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': True}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", u'Caters: False', u'CoatCheck: False', u'GoodForDancing: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}"", u'HappyHour: True', u'HasTV: True', u""Music: {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}"", u'NoiseLevel: loud', u'OutdoorSeating: True', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: False', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'Smoking: no', u'WheelchairAccessible: True', u'WiFi: free']","[u'American (New)', u'Pubs', u'Nightlife', u'Bars', u'Restaurants']",Pittsburgh,102,Rivertowne,-80.0108802,PA,3.0,40.4459861,15212,business
,2VwwQup4Ko6tyDQeSYjC5Q,,1,701 E Bethany Home Road,"[u'BikeParking: False', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'RestaurantsPriceRange2: 1', u'WheelchairAccessible: True']","[u'Grocery', u'Food']",Phoenix,6,Circle K,-112.0646315,AZ,3.0,33.5234896,85014,business
,wuEWLkSBt41K4m3k5ns_TA,"[u'Monday 8:30-16:0', u'Tuesday 8:30-16:0', u'Wednesday 8:30-16:0', u'Thursday 8:30-16:0', u'Friday 8:30-16:0']",1,3369 E Queen Creek Rd,[u'BusinessAcceptsCreditCards: True'],"[u'Preschools', u'Elementary Schools', u'Local Services', u'Child Care & Day Care', u'Education']",Gilbert,7,Lil Einsteins Preschool,-111.716817,AZ,4.5,33.262268,85297,business
,aTOJIPkbgH7mcXZWDtZeVg,"[u'Monday 10:0-21:0', u'Tuesday 10:0-21:0', u'Wednesday 10:0-21:0', u'Thursday 10:0-21:0', u'Friday 10:0-21:0', u'Saturday 9:0-21:0', u'Sunday 12:0-19:0']",1,1480 E Motorplex Lp,[u'BusinessAcceptsCreditCards: True'],"[u'Automotive', u'Car Buyers', u'Used Car Dealers', u'Car Dealers']",Gilbert,66,CarMax,-111.7598551,AZ,3.5,33.2905879,85297,business
Scarborough,L_thK7r3K_h5M4tV7amEKQ,"[u'Monday 0:0-0:0', u'Tuesday 0:0-0:0', u'Wednesday 0:0-0:0', u'Thursday 0:0-0:0', u'Friday 0:0-0:0', u'Saturday 0:0-0:0', u'Sunday 0:0-0:0']",1,2816 Markham Road,"[u'Alcohol: full_bar', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'Caters: True', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'breakfast': True, 'brunch': True}"", u'HasTV: True', u'NoiseLevel: average', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: True', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'WheelchairAccessible: True', u'WiFi: free']","[u'Diners', u'Italian', u'Sandwiches', u'Breakfast & Brunch', u'Burgers', u'Canadian (New)', u'Restaurants']",Toronto,118,Honey B Hives Restaurant,-79.2479152131,ON,3.5,43.8229818717,M1V 4C3,business
South End,LIvXzdMJrIb6IY5Y3tqicA,"[u'Monday 11:0-23:0', u'Tuesday 11:0-23:0', u'Wednesday 11:0-23:0', u'Thursday 11:0-23:0', u'Friday 11:0-2:0', u'Saturday 10:0-2:0', u'Sunday 10:0-23:0']",0,1714 S Blvd,"[u'Alcohol: full_bar', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': True, 'upscale': False, 'casual': False}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'Caters: True', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': True}"", u'HasTV: True', u'NoiseLevel: average', u'OutdoorSeating: True', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: True', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'WiFi: free']","[u'American (New)', u'Restaurants']",Charlotte,291,Nan and Byron's,-80.857639,NC,3.5,35.212521,28203,business
New Town,NsarUMMMPOlMBb6K04x6hw,"[u'Monday 7:30-17:30', u'Tuesday 7:30-17:30', u'Wednesday 7:30-17:30', u'Thursday 7:30-17:30', u'Friday 7:30-17:30', u'Saturday 8:0-17:0', u'Sunday 10:30-17:0']",0,"7A Castle Street, Corstorphine","[u'Alcohol: none', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'OutdoorSeating: True', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'WheelchairAccessible: True']","[u'Food', u'Fast Food', u'Restaurants', u'Juice Bars & Smoothies']",Edinburgh,8,Juice Almighty,-3.2026603,EDH,4.5,55.9514606,EH2 3AH,business
Scarborough,n4zQ-4NPRhQmdu9Q1NymFw,,1,3636 Avenue Steeles E,[u'BusinessAcceptsCreditCards: True'],"[u'Food', u'Bakeries']",Markham,4,Jin Cheng Bakery,-79.3304513,ON,2.5,43.8186558,L3R 1K9,business
,F53MSa5SYzO9BG8c_JhskQ,,0,3557 W Dunlap Ave,,"[u'Vietnamese', u'Restaurants']",Phoenix,3,Pho Viet,-112.1361432,AZ,2.5,33.5670476,85051,business
,hEcn9k6ONd5n2mq0lB2aew,"[u'Monday 6:0-22:0', u'Tuesday 6:0-22:0', u'Wednesday 6:0-22:0', u'Thursday 6:0-22:0', u'Friday 6:0-22:0', u'Saturday 6:0-22:0', u'Sunday 9:0-22:0']",1,3567 W Northern Ave,"[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'Caters: False', u'GoodForKids: True', u'HasTV: False', u'NoiseLevel: loud', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'WheelchairAccessible: True', u'WiFi: no', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': True, 'brunch': False}""]","[u'American (Traditional)', u'Restaurants']",Phoenix,24,JB's Restaurant,-112.1359694,AZ,3.5,33.5527667,85051,business
Spring Valley,U8_JrQdIpuTKw60vjc1-cw,"[u'Thursday 9:0-20:0', u'Friday 9:0-20:0', u'Saturday 9:0-16:0', u'Sunday 9:0-17:0']",1,9931 W Charleston Blvd,"[u'BusinessAcceptsCreditCards: True', u'ByAppointmentOnly: True', u'GoodForKids: True', u'RestaurantsPriceRange2: 2', u'WheelchairAccessible: True']","[u'Hair Salons', u'Hair Stylists', u'Beauty & Spas']",Las Vegas,7,Shear Happiness by Brittany,-115.3063648,NV,5.0,36.1137116,89117,business
Downtown,HanDs-I7qnmd-WXUrKP5HQ,"[u'Monday 11:0-21:0', u'Tuesday 11:0-21:0', u'Wednesday 11:0-21:0', u'Thursday 11:0-21:0', u'Friday 11:0-22:0', u'Saturday 11:0-22:0', u'Sunday 11:0-20:0']",0,"707 Fremont St, Ste 1340","[u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'RestaurantsPriceRange2: 3']","[u'Shopping', u'Accessories', u'Used', u'Vintage & Consignment', u'Fashion']",Las Vegas,4,Max Luxx,-115.138142,NV,5.0,36.1679035,89101,business
Greentree,csdZolWIWvkIHIqsCmV6sg,"[u'Monday 10:0-18:0', u'Tuesday 10:0-18:0', u'Wednesday 10:0-18:0', u'Thursday 10:0-18:0', u'Friday 10:0-18:0', u'Saturday 10:0-17:0', u'Sunday 13:0-17:0']",1,325 Elizabeth Dr,"[u'BusinessAcceptsCreditCards: True', u'ByAppointmentOnly: False']","[u'Hotels & Travel', u'Home Services', u'Hotels', u'Apartments', u'Event Planning & Services', u'Real Estate Services', u'Real Estate']",Pittsburgh,5,City Vista,-80.037872133,PA,2.0,40.4263863165,15220,business
,diXqpz9WOr4WLQq6uvARkg,"[u'Monday 11:30-15:0', u'Monday 17:0-23:0', u'Tuesday 11:30-15:0', u'Tuesday 17:0-23:0', u'Wednesday 11:30-15:0', u'Wednesday 17:0-23:0', u'Thursday 11:30-15:0', u'Thursday 17:0-23:0', u'Friday 11:30-15:0', u'Friday 17:0-23:0', u'Saturday 11:30-15:0', u'Saturday 17:0-23:0', u'Sunday 11:30-15:0', u'Sunday 17:0-23:0']",1,2880 Queen Street E,"[u'GoodForKids: True', u'RestaurantsDelivery: False', u'RestaurantsReservations: True', u'RestaurantsTableService: True', u'Alcohol: full_bar', u'BikeParking: False', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'Caters: True', u'DogsAllowed: False', u'HasTV: True', u'OutdoorSeating: False', u'RestaurantsTakeOut: True', u'WheelchairAccessible: True', u'WiFi: free', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'RestaurantsAttire: casual', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 3']","[u'Indian', u'Restaurants']",Brampton,7,Firangi,-79.6987649,ON,4.0,43.7426127,L6S,business
,kZwlVZ7zZa9TPiW-r3PlRw,"[u'Tuesday 10:0-18:0', u'Wednesday 10:0-18:0', u'Thursday 10:0-19:0', u'Friday 10:0-18:0', u'Saturday 10:0-17:0']",1,"Lauren Hill Plaza, 24144 Lorain Rd","[u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'RestaurantsPriceRange2: 2', u'WheelchairAccessible: True']","[u'Specialty Schools', u'Chocolatiers & Shops', u'Party Supplies', u'Candy Stores', u'Event Planning & Services', u'Specialty Food', u'Food', u'Education', u'Cooking Schools']",North Olmsted,7,Mardi Gras Cake & Candy Supplies,-81.889399,OH,4.0,41.4292536,44070,business
Harbourfront,6pSUvtk5-OOaJfX0hbkb8Q,,0,250 Queens Quay W,"[u'Alcohol: beer_and_wine', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: True', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: True', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'WheelchairAccessible: True']","[u'Restaurants', u'Japanese', u'Sushi Bars']",Toronto,9,Ichiban Sushi,-79.3828902,ON,3.5,43.6396011,M5J,business
,se2a2QaJi8Yx_KjE1r-_sQ,"[u'Monday 7:0-22:0', u'Tuesday 7:0-22:0', u'Wednesday 7:0-22:0', u'Thursday 7:0-22:0', u'Friday 7:0-22:0', u'Saturday 7:0-22:0', u'Sunday 7:0-22:0']",1,2075 Snow Rd,"[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u'BikeParking: False', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'Caters: False', u'DogsAllowed: False', u'GoodForKids: True', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}"", u'HasTV: False', u'NoiseLevel: average', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 1', u'RestaurantsReservations: False', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'WheelchairAccessible: True', u'WiFi: no']","[u'Breakfast & Brunch', u'Restaurants']",Cleveland,17,Eat'n Park Restaurant,-81.6930424,OH,2.0,41.4051928,44134,business
Southwest,SGpnlO6TBpR_IFgOa3F8EQ,,1,7329 S Jones Blvd,[u'BusinessAcceptsCreditCards: True'],"[u'Smog Check Stations', u'Automotive']",Las Vegas,9,Jiffy Smog,-115.225150438,NV,2.5,36.0560257561,89139,business
,Gmxb5LWwncTTPi6_Ei9xxw,"[u'Monday 5:0-20:0', u'Tuesday 5:0-20:0', u'Wednesday 5:0-20:0', u'Thursday 5:0-20:0', u'Friday 5:0-20:0', u'Saturday 6:0-12:0']",1,"8400 S. Kyrene Rd, Ste 107",,"[u'Active Life', u'Trainers', u'Fitness & Instruction']",Tempe,3,Body Focus Fitness & Performance,-111.945999474,AZ,5.0,33.3374942261,85284,business
,FQlaetp-MdewsWwt6iby8Q,"[u'Monday 9:0-19:0', u'Tuesday 9:0-19:0', u'Wednesday 9:0-19:0', u'Thursday 9:0-19:0', u'Friday 9:0-19:0', u'Saturday 9:0-19:0']",1,"1330 W Auto Dr, Ste 106",[u'BusinessAcceptsCreditCards: True'],"[u'Interior Design', u'Home Services', u'Shades & Blinds']",Tempe,7,Ambassador Blinds & Interior Design,-111.9589448,AZ,5.0,33.3431488,85284,business
,3hfDrgklIwVk6Ad9F_Sksw,,1,12033 N 28th Drive,"[u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'RestaurantsPriceRange2: 1']","[u'Food', u'Convenience Stores', u'Grocery']",Phoenix,3,7-Eleven Food Stores,-112.1197325,AZ,3.0,33.5961481,85029,business
,el3HILPUZ3gxN20wcTJr3A,,1,800 Steeles Ave W,"[u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'BusinessAcceptsCreditCards: True', u'GoodForKids: True', u'OutdoorSeating: False', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 3', u'RestaurantsReservations: True', u'RestaurantsTableService: False', u'RestaurantsTakeOut: True', u'WiFi: no']","[u'Filipino', u'Restaurants']",Thornhill,5,Dalisay Filipino Food,-79.4473231,ON,2.0,43.7922629,L4J 7L2,business
Etna,kdjrQ2tuY4eqo4JZWIx50Q,"[u'Thursday 19:0-22:0', u'Friday 19:0-0:0', u'Saturday 19:0-0:0', u'Sunday 19:0-22:0']",1,118 Locust St,[u'GoodForKids: False'],"[u'Performing Arts', u'Arts & Entertainment']",Etna,38,The Scarehouse,-79.944321,PA,3.5,40.499285,15223,business
Yonge and St. Clair,hSep-C-1JSC8c_8tR96etQ,,1,1560 Yonge St,"[u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u'OutdoorSeating: True', u'RestaurantsPriceRange2: 3', u'RestaurantsTakeOut: True', u'WiFi: free']","[u'Coffee & Tea', u'Food']",Toronto,5,The Second Cup,-79.3950445,ON,3.0,43.6895611,M4T 2S9,business
,wAiuSH_aGIoWR5jR_Bsn0g,"[u'Monday 10:0-22:0', u'Tuesday 10:0-22:0', u'Wednesday 10:0-22:0', u'Thursday 10:0-22:0', u'Friday 10:0-23:0', u'Saturday 10:0-23:0', u'Sunday 12:0-20:0']",1,"3107 S Gilbert Rd, Ste 110","[u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'RestaurantsPriceRange2: 2', u'WheelchairAccessible: True']","[u'Shopping', u'Vape Shops']",Gilbert,22,The Ohm Factory,-111.7889728,AZ,5.0,33.2932652,85295,business
New Town,AOMZ8esnjwqRHVUe_zvNGg,"[u'Monday 11:0-0:0', u'Tuesday 11:0-0:0', u'Wednesday 11:0-0:0', u'Thursday 11:0-0:0', u'Friday 11:0-1:0', u'Saturday 11:0-1:0', u'Sunday 12:30-23:0']",1,39 Jamaica Street W,"[u'Alcohol: full_bar', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u""BestNights: {'monday': False, 'tuesday': True, 'friday': False, 'wednesday': True, 'thursday': True, 'sunday': False, 'saturday': False}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u'CoatCheck: False', u'DogsAllowed: True', u'GoodForDancing: False', u'HappyHour: False', u'HasTV: True', u""Music: {'dj': False, 'background_music': False, 'no_music': False, 'karaoke': False, 'live': False, 'video': False, 'jukebox': False}"", u'NoiseLevel: average', u'OutdoorSeating: False', u'RestaurantsGoodForGroups: False', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: False', u'Smoking: no', u'WheelchairAccessible: True']","[u'Nightlife', u'Pubs', u'Bars']",Edinburgh,18,Kay's Bar,-3.205036556,EDH,4.5,55.9556000402,EH3 6HF,business
Brown's Corners,HVSroCrxZdaIhvgXx7JIfQ,"[u'Monday 9:0-18:0', u'Tuesday 9:0-18:0', u'Wednesday 9:0-18:0', u'Thursday 9:0-18:0', u'Friday 9:0-18:0', u'Saturday 9:30-16:30']",1,8355 Woodbine Avenue,,"[u'Shopping', u'Hotels & Travel', u'Travel Services']",Markham,4,CAA - Markham,-79.3558828,ON,3.0,43.8464474,L3R 2P4,business
Southeast,hMh9XOwNQcu31NAOCqhAEw,,1,"4972 S Maryland Pkwy, Ste 22","[u'Alcohol: none', u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", u'BikeParking: True', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", u'Caters: True', u'GoodForKids: True', u'HasTV: True', u'NoiseLevel: quiet', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: True', u'RestaurantsGoodForGroups: True', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: True', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'WiFi: free', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}""]","[u'Restaurants', u'Vegetarian', u'Indian']",Las Vegas,33,Taste of India,-115.136192,NV,3.5,36.099142,89119,business
Southeast,pmJqSsCfgbo3TxPWpQNLIw,"[u'Wednesday 10:0-14:0', u'Thursday 10:0-14:0', u'Friday 10:0-14:0', u'Saturday 10:0-14:0', u'Sunday 10:0-14:0']",0,2053 Pama Ln,"[u""Ambience: {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", u'BikeParking: False', u'BusinessAcceptsCreditCards: True', u""BusinessParking: {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", u'Caters: False', u'GoodForKids: False', u""GoodForMeal: {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': True}"", u'HasTV: False', u'NoiseLevel: quiet', u'OutdoorSeating: False', u'RestaurantsAttire: casual', u'RestaurantsDelivery: False', u'RestaurantsGoodForGroups: False', u'RestaurantsPriceRange2: 2', u'RestaurantsReservations: True', u'RestaurantsTableService: True', u'RestaurantsTakeOut: True', u'WiFi: no']","[u'American (New)', u'Cafes', u'Restaurants']",Las Vegas,35,Artisanal Foods Cafe,-115.1239441,NV,4.5,36.0658388,89119,business
